,Message,Label
5060,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1
5268,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",0
1401,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0
847,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0
2615,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0
2157,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0
3895,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
86,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0
4619,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0
2230,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0
5129,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0
3172,Still otside le..u come 2morrow maga..,0
136,I only haf msn. It's yijue@hotmail.com,0
4155,Haf u eaten? Wat time u wan me 2 come?,0
3108,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0
4681,"That's cool he'll be here all night, lemme know when you're around",0
5004,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,1
2762,I am not sure about night menu. . . I know only about noon menu,0
3748,Ü neva tell me how i noe... I'm not at home in da aft wat... ,0
3593,I anything lor...,0
3457,Ok. I.ll do you right later.,0
3444,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0
3045,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0
1916,Its not that time of the month nor mid of the time?,0
1578,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0
713,08714712388 between 10am-7pm Cost 10p,1
5304,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0
462,Great. Never been better. Each day gives even more reasons to thank God,0
1387,All e best 4 ur exam later.,0
2515,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0
1175,Yay! You better not have told that to 5 other girls either.,0
1042,I'm in class. Will holla later,0
2519,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
5490,K. I will sent it again,0
2992,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
2988,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0
3180,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
2162,Is she replying. Has boye changed his phone number,0
5509,Lol they were mad at first but then they woke up and gave in.,0
144,I know you are. Can you pls open the back?,0
3986,"Whatever, juliana. Do whatever you want.",0
1925,Ok,0
3309,But i'm surprised she still can guess right lor...,0
2813,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
372,I will spoil you in bed as well :),0
3424,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1
3910,Serious? What like proper tongued her,0
5289,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0
4852,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0
3754,Ya that one is slow as poo,0
3032, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0
2734,Do ü noe if ben is going?,0
3498,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0
4194,Ok i'm coming home now.,0
4055,dont make ne plans for nxt wknd coz she wants us to come down then ok,0
468,When are you going to ride your bike?,0
1732,Lol. Well quality aint bad at all so i aint complaining,0
1134,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
814,I borrow ur bag ok.,0
2676,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0
4202,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0
1465,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
1234,Lol ok. I'll snatch her purse too.,0
1330,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0
5465,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,0
4592,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1
5049,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0
2553,"Oh fine, I'll be by tonight",0
4901,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
2054,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",0
4136,No need to say anything to me. I know i am an outsider,0
2095,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1
787,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0
3692,"Sir, i am waiting for your call, once free please call me.",0
2077,"Trust me. Even if isn't there, its there.",0
4448,Please tell me you have some of that special stock you were talking about,0
4094,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",0
445,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",0
5384,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,0
1099,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
344,Am not interested to do like that.,0
4702,I liked the new mobile,0
4762,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0
2997,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0
2710,Sorry de i went to shop.,0
1744,I love to wine and dine my lady!,0
4171,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0
2588,"Aight, see you in a bit",0
4544,I've been trying to reach him without success,0
4773,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0
1794,You bad girl. I can still remember them,0
2166,I'm not coming home 4 dinner.,0
1164,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
2437,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0
3085,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0
3710,Ok.ok ok..then..whats ur todays plan,0
176,Let me know when you've got the money so carlos can make the call,0
2784,"Just arrived, see you in a couple days &lt;3",0
813,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
4349,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0
4124,"Cool, want me to go to kappa or should I meet you outside mu",0
1687,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,1
1768,"K, want us to come by now?",0
1159,Hey! There's veggie pizza... :/,0
2828,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",0
966,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0
740,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0
3360,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1
4992,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",0
1411,Pls speak to that customer machan.,0
435,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0
5131,That sucks. I'll go over so u can do my hair. You'll do it free right?,0
2052,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,0
3660,Wait.i will come out.. &lt;#&gt;  min:),0
2440,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0
1830,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1
21,I‘m going to try for 2 months ha ha only joking,0
4296,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
1488,I told your number to gautham..,0
4480,Erutupalam thandiyachu,0
1363,What does the dance river do?,0
742,Do well :)all will for little time. Thing of good times ahead:,0
4644,Sorry i din lock my keypad.,0
3857,I'm ok. Will do my part tomorrow,0
3198,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0
2930,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0
2801,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0
797,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1
5441,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",0
1701,Please ask mummy to call father,0
888,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0
1784,No dear i do have free messages without any recharge. Hi hi hi,0
1753,Give one miss from that number please,0
2964,You dont know you jabo me abi.,0
4462,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0
4014,Ok.,0
3341,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0
2916,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0
4582,Not course. Only maths one day one chapter with in one month we can finish.,0
3463,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1
1087,I don't think he has spatula hands!,0
2213,"This is one of the days you have a billion classes, right?",0
1319,Ok...,0
2525,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
1938,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",0
324,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,0
1863,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0
